"","PollingFirm","SampleSize","poll_id","Candidate","Percentage","start_day","end_day"
"4164","Ifop",950,6017,"Arthaud",1.5,2015-08-17,2015-08-19
"4165","Ifop",950,6017,"Poutou",1.5,2015-08-17,2015-08-19
"4166","Ifop",950,6017,"Mélenchon",10,2015-08-17,2015-08-19
"4167","Ifop",950,6017,"Duflot",2,2015-08-17,2015-08-19
"4168","Ifop",950,6017,"Valls",22,2015-08-17,2015-08-19
"4169","Ifop",950,6017,"Bayrou",11,2015-08-17,2015-08-19
"4170","Ifop",950,6017,"Sarkozy",23,2015-08-17,2015-08-19
"4171","Ifop",950,6017,"Dupont-Aignan",3,2015-08-17,2015-08-19
"4172","Ifop",950,6017,"Le Pen",26,2015-08-17,2015-08-19
"4173","Ifop",950,6018,"Arthaud",1,2015-08-17,2015-08-19
"4174","Ifop",950,6018,"Poutou",1,2015-08-17,2015-08-19
"4175","Ifop",950,6018,"Mélenchon",13,2015-08-17,2015-08-19
"4176","Ifop",950,6018,"Duflot",4,2015-08-17,2015-08-19
"4177","Ifop",950,6018,"Montebourg",8,2015-08-17,2015-08-19
"4178","Ifop",950,6018,"Bayrou",17,2015-08-17,2015-08-19
"4179","Ifop",950,6018,"Sarkozy",25,2015-08-17,2015-08-19
"4180","Ifop",950,6018,"Dupont-Aignan",4,2015-08-17,2015-08-19
"4181","Ifop",950,6018,"Le Pen",27,2015-08-17,2015-08-19
"4182","Ifop",944,6019,"Arthaud",1,2015-07-17,2015-07-21
"4183","Ifop",944,6019,"Poutou",1,2015-07-17,2015-07-21
"4184","Ifop",944,6019,"Mélenchon",9,2015-07-17,2015-07-21
"4185","Ifop",944,6019,"Duflot",3,2015-07-17,2015-07-21
"4186","Ifop",944,6019,"Hollande",18,2015-07-17,2015-07-21
"4187","Ifop",944,6019,"Bayrou",9,2015-07-17,2015-07-21
"4188","Ifop",944,6019,"Juppé",28,2015-07-17,2015-07-21
"4189","Ifop",944,6019,"Dupont-Aignan",4,2015-07-17,2015-07-21
"4190","Ifop",944,6019,"Le Pen",27,2015-07-17,2015-07-21
"4191","Ifop",944,6020,"Arthaud",1,2015-07-17,2015-07-21
"4192","Ifop",944,6020,"Poutou",1,2015-07-17,2015-07-21
"4193","Ifop",944,6020,"Mélenchon",9,2015-07-17,2015-07-21
"4194","Ifop",944,6020,"Duflot",3,2015-07-17,2015-07-21
"4195","Ifop",944,6020,"Hollande",21,2015-07-17,2015-07-21
"4196","Ifop",944,6020,"Bayrou",12,2015-07-17,2015-07-21
"4197","Ifop",944,6020,"Sarkozy",23,2015-07-17,2015-07-21
"4198","Ifop",944,6020,"Dupont-Aignan",3,2015-07-17,2015-07-21
"4199","Ifop",944,6020,"Le Pen",27,2015-07-17,2015-07-21
"4200","Odoxa",911,6021,"Arthaud",1,2015-05-21,2015-05-22
"4201","Odoxa",911,6021,"Poutou",2,2015-05-21,2015-05-22
"4202","Odoxa",911,6021,"Mélenchon",11,2015-05-21,2015-05-22
"4203","Odoxa",911,6021,"Duflot",2,2015-05-21,2015-05-22
"4204","Odoxa",911,6021,"Hollande",16,2015-05-21,2015-05-22
"4205","Odoxa",911,6021,"Juppé",34,2015-05-21,2015-05-22
"4206","Odoxa",911,6021,"Dupont-Aignan",3,2015-05-21,2015-05-22
"4207","Odoxa",911,6021,"Le Pen",31,2015-05-21,2015-05-22
"4208","Odoxa",911,6022,"Arthaud",1,2015-05-21,2015-05-22
"4209","Odoxa",911,6022,"Poutou",1,2015-05-21,2015-05-22
"4210","Odoxa",911,6022,"Mélenchon",10,2015-05-21,2015-05-22
"4211","Odoxa",911,6022,"Duflot",2,2015-05-21,2015-05-22
"4212","Odoxa",911,6022,"Hollande",17,2015-05-21,2015-05-22
"4213","Odoxa",911,6022,"Bayrou",12,2015-05-21,2015-05-22
"4214","Odoxa",911,6022,"Sarkozy",25,2015-05-21,2015-05-22
"4215","Odoxa",911,6022,"Dupont-Aignan",2,2015-05-21,2015-05-22
"4216","Odoxa",911,6022,"Le Pen",30,2015-05-21,2015-05-22
"4217","Odoxa",1021,6023,"Arthaud",1,2015-04-29,2015-04-30
"4218","Odoxa",1021,6023,"Poutou",1,2015-04-29,2015-04-30
"4219","Odoxa",1021,6023,"Mélenchon",10,2015-04-29,2015-04-30
"4220","Odoxa",1021,6023,"Duflot",2,2015-04-29,2015-04-30
"4221","Odoxa",1021,6023,"Hollande",17,2015-04-29,2015-04-30
"4222","Odoxa",1021,6023,"Bayrou",9,2015-04-29,2015-04-30
"4223","Odoxa",1021,6023,"Sarkozy",28,2015-04-29,2015-04-30
"4224","Odoxa",1021,6023,"Dupont-Aignan",3,2015-04-29,2015-04-30
"4225","Odoxa",1021,6023,"Le Pen",29,2015-04-29,2015-04-30
"4226","Odoxa",1021,6024,"Arthaud",1,2015-04-29,2015-04-30
"4227","Odoxa",1021,6024,"Poutou",1,2015-04-29,2015-04-30
"4228","Odoxa",1021,6024,"Mélenchon",8,2015-04-29,2015-04-30
"4229","Odoxa",1021,6024,"Duflot",2,2015-04-29,2015-04-30
"4230","Odoxa",1021,6024,"Valls",20,2015-04-29,2015-04-30
"4231","Odoxa",1021,6024,"Bayrou",10,2015-04-29,2015-04-30
"4232","Odoxa",1021,6024,"Sarkozy",26,2015-04-29,2015-04-30
"4233","Odoxa",1021,6024,"Dupont-Aignan",3,2015-04-29,2015-04-30
"4234","Odoxa",1021,6024,"Le Pen",29,2015-04-29,2015-04-30
"4235","OpinionWay",979,6025,"Arthaud",1,2015-04-15,2015-04-16
"4236","OpinionWay",979,6025,"Poutou",0,2015-04-15,2015-04-16
"4237","OpinionWay",979,6025,"Mélenchon",11,2015-04-15,2015-04-16
"4238","OpinionWay",979,6025,"Duflot",2,2015-04-15,2015-04-16
"4239","OpinionWay",979,6025,"Hollande",15,2015-04-15,2015-04-16
"4240","OpinionWay",979,6025,"Bayrou",6,2015-04-15,2015-04-16
"4241","OpinionWay",979,6025,"Juppé",32,2015-04-15,2015-04-16
"4242","OpinionWay",979,6025,"Dupont-Aignan",4,2015-04-15,2015-04-16
"4243","OpinionWay",979,6025,"Le Pen",29,2015-04-15,2015-04-16
"4244","OpinionWay",979,6025,"Cheminade",0,2015-04-15,2015-04-16
"4245","OpinionWay",979,6026,"Arthaud",1,2015-04-15,2015-04-16
"4246","OpinionWay",979,6026,"Poutou",0,2015-04-15,2015-04-16
"4247","OpinionWay",979,6026,"Mélenchon",12,2015-04-15,2015-04-16
"4248","OpinionWay",979,6026,"Duflot",2,2015-04-15,2015-04-16
"4249","OpinionWay",979,6026,"Hollande",16,2015-04-15,2015-04-16
"4250","OpinionWay",979,6026,"Bayrou",12,2015-04-15,2015-04-16
"4251","OpinionWay",979,6026,"Sarkozy",28,2015-04-15,2015-04-16
"4252","OpinionWay",979,6026,"Dupont-Aignan",3,2015-04-15,2015-04-16
"4253","OpinionWay",979,6026,"Le Pen",26,2015-04-15,2015-04-16
"4254","OpinionWay",979,6026,"Cheminade",0,2015-04-15,2015-04-16
"4255","CSA",951,6027,"Arthaud",0.5,2015-01-27,2015-01-29
"4256","CSA",951,6027,"Besancenot",3,2015-01-27,2015-01-29
"4257","CSA",951,6027,"Mélenchon",11,2015-01-27,2015-01-29
"4258","CSA",951,6027,"Duflot",2,2015-01-27,2015-01-29
"4259","CSA",951,6027,"Hollande",18,2015-01-27,2015-01-29
"4260","CSA",951,6027,"Bayrou",9,2015-01-27,2015-01-29
"4261","CSA",951,6027,"Juppé",22,2015-01-27,2015-01-29
"4262","CSA",951,6027,"Dupont-Aignan",2.5,2015-01-27,2015-01-29
"4263","CSA",951,6027,"Le Pen",32,2015-01-27,2015-01-29
"4264","CSA",951,6028,"Arthaud",0.5,2015-01-27,2015-01-29
"4265","CSA",951,6028,"Besancenot",3,2015-01-27,2015-01-29
"4266","CSA",951,6028,"Mélenchon",10,2015-01-27,2015-01-29
"4267","CSA",951,6028,"Duflot",2.5,2015-01-27,2015-01-29
"4268","CSA",951,6028,"Hollande",19,2015-01-27,2015-01-29
"4269","CSA",951,6028,"Bayrou",11,2015-01-27,2015-01-29
"4270","CSA",951,6028,"Sarkozy",22.5,2015-01-27,2015-01-29
"4271","CSA",951,6028,"Dupont-Aignan",2.5,2015-01-27,2015-01-29
"4272","CSA",951,6028,"Le Pen",29,2015-01-27,2015-01-29
"4273","CSA",951,6029,"Arthaud",0.5,2015-01-27,2015-01-29
"4274","CSA",951,6029,"Besancenot",2.5,2015-01-27,2015-01-29
"4275","CSA",951,6029,"Mélenchon",10,2015-01-27,2015-01-29
"4276","CSA",951,6029,"Duflot",3,2015-01-27,2015-01-29
"4277","CSA",951,6029,"Valls",21,2015-01-27,2015-01-29
"4278","CSA",951,6029,"Bayrou",8,2015-01-27,2015-01-29
"4279","CSA",951,6029,"Juppé",19,2015-01-27,2015-01-29
"4280","CSA",951,6029,"Dupont-Aignan",3,2015-01-27,2015-01-29
"4281","CSA",951,6029,"Le Pen",33,2015-01-27,2015-01-29
"4282","CSA",951,6030,"Arthaud",0.5,2015-01-27,2015-01-29
"4283","CSA",951,6030,"Besancenot",3,2015-01-27,2015-01-29
"4284","CSA",951,6030,"Mélenchon",9,2015-01-27,2015-01-29
"4285","CSA",951,6030,"Duflot",2,2015-01-27,2015-01-29
"4286","CSA",951,6030,"Valls",22.5,2015-01-27,2015-01-29
"4287","CSA",951,6030,"Bayrou",10,2015-01-27,2015-01-29
"4288","CSA",951,6030,"Sarkozy",21.5,2015-01-27,2015-01-29
"4289","CSA",951,6030,"Dupont-Aignan",2.5,2015-01-27,2015-01-29
"4290","CSA",951,6030,"Le Pen",29,2015-01-27,2015-01-29
"4291","Ifop",983,6031,"Arthaud",1,2015-01-21,2015-01-23
"4292","Ifop",983,6031,"Poutou",2,2015-01-21,2015-01-23
"4293","Ifop",983,6031,"Mélenchon",8,2015-01-21,2015-01-23
"4294","Ifop",983,6031,"Duflot",4,2015-01-21,2015-01-23
"4295","Ifop",983,6031,"Hollande",21,2015-01-21,2015-01-23
"4296","Ifop",983,6031,"Bayrou",7,2015-01-21,2015-01-23
"4297","Ifop",983,6031,"Juppé",23,2015-01-21,2015-01-23
"4298","Ifop",983,6031,"Dupont-Aignan",3,2015-01-21,2015-01-23
"4299","Ifop",983,6031,"Le Pen",31,2015-01-21,2015-01-23
"4300","Ifop",983,6032,"Arthaud",1,2015-01-21,2015-01-23
"4301","Ifop",983,6032,"Poutou",2,2015-01-21,2015-01-23
"4302","Ifop",983,6032,"Mélenchon",8,2015-01-21,2015-01-23
"4303","Ifop",983,6032,"Duflot",3,2015-01-21,2015-01-23
"4304","Ifop",983,6032,"Hollande",21,2015-01-21,2015-01-23
"4305","Ifop",983,6032,"Bayrou",9,2015-01-21,2015-01-23
"4306","Ifop",983,6032,"Sarkozy",23,2015-01-21,2015-01-23
"4307","Ifop",983,6032,"Dupont-Aignan",4,2015-01-21,2015-01-23
"4308","Ifop",983,6032,"Le Pen",29,2015-01-21,2015-01-23
"4309","Ifop",983,6033,"Arthaud",1.5,2015-01-21,2015-01-23
"4310","Ifop",983,6033,"Poutou",1.5,2015-01-21,2015-01-23
"4311","Ifop",983,6033,"Mélenchon",8,2015-01-21,2015-01-23
"4312","Ifop",983,6033,"Duflot",3,2015-01-21,2015-01-23
"4313","Ifop",983,6033,"Valls",23,2015-01-21,2015-01-23
"4314","Ifop",983,6033,"Bayrou",7,2015-01-21,2015-01-23
"4315","Ifop",983,6033,"Juppé",22,2015-01-21,2015-01-23
"4316","Ifop",983,6033,"Dupont-Aignan",3,2015-01-21,2015-01-23
"4317","Ifop",983,6033,"Le Pen",31,2015-01-21,2015-01-23
"4318","Ifop",983,6034,"Arthaud",1,2015-01-21,2015-01-23
"4319","Ifop",983,6034,"Poutou",1,2015-01-21,2015-01-23
"4320","Ifop",983,6034,"Mélenchon",8,2015-01-21,2015-01-23
"4321","Ifop",983,6034,"Duflot",4,2015-01-21,2015-01-23
"4322","Ifop",983,6034,"Valls",23,2015-01-21,2015-01-23
"4323","Ifop",983,6034,"Bayrou",7,2015-01-21,2015-01-23
"4324","Ifop",983,6034,"Sarkozy",23,2015-01-21,2015-01-23
"4325","Ifop",983,6034,"Dupont-Aignan",3,2015-01-21,2015-01-23
"4326","Ifop",983,6034,"Le Pen",30,2015-01-21,2015-01-23
"4327","Ifop-Fiducial",1382,6035,"Arthaud",1.5,2014-10-28,2014-10-30
"4328","Ifop-Fiducial",1382,6035,"Poutou",1.5,2014-10-28,2014-10-30
"4329","Ifop-Fiducial",1382,6035,"Mélenchon",10,2014-10-28,2014-10-30
"4330","Ifop-Fiducial",1382,6035,"Duflot",4,2014-10-28,2014-10-30
"4331","Ifop-Fiducial",1382,6035,"Hollande",15,2014-10-28,2014-10-30
"4332","Ifop-Fiducial",1382,6035,"Juppé",32,2014-10-28,2014-10-30
"4333","Ifop-Fiducial",1382,6035,"Dupont-Aignan",4,2014-10-28,2014-10-30
"4334","Ifop-Fiducial",1382,6035,"Le Pen",32,2014-10-28,2014-10-30
"4335","Ifop-Fiducial",1382,6036,"Arthaud",1.5,2014-10-28,2014-10-30
"4336","Ifop-Fiducial",1382,6036,"Poutou",1.5,2014-10-28,2014-10-30
"4337","Ifop-Fiducial",1382,6036,"Mélenchon",9,2014-10-28,2014-10-30
"4338","Ifop-Fiducial",1382,6036,"Duflot",3,2014-10-28,2014-10-30
"4339","Ifop-Fiducial",1382,6036,"Hollande",14,2014-10-28,2014-10-30
"4340","Ifop-Fiducial",1382,6036,"Bayrou",13,2014-10-28,2014-10-30
"4341","Ifop-Fiducial",1382,6036,"Sarkozy",26,2014-10-28,2014-10-30
"4342","Ifop-Fiducial",1382,6036,"Dupont-Aignan",3,2014-10-28,2014-10-30
"4343","Ifop-Fiducial",1382,6036,"Le Pen",29,2014-10-28,2014-10-30
"4344","Ifop-Fiducial",1382,6037,"Arthaud",1.5,2014-10-28,2014-10-30
"4345","Ifop-Fiducial",1382,6037,"Poutou",1.5,2014-10-28,2014-10-30
"4346","Ifop-Fiducial",1382,6037,"Mélenchon",9,2014-10-28,2014-10-30
"4347","Ifop-Fiducial",1382,6037,"Duflot",4,2014-10-28,2014-10-30
"4348","Ifop-Fiducial",1382,6037,"Hollande",14,2014-10-28,2014-10-30
"4349","Ifop-Fiducial",1382,6037,"Bayrou",16,2014-10-28,2014-10-30
"4350","Ifop-Fiducial",1382,6037,"Fillon",18,2014-10-28,2014-10-30
"4351","Ifop-Fiducial",1382,6037,"Dupont-Aignan",5,2014-10-28,2014-10-30
"4352","Ifop-Fiducial",1382,6037,"Le Pen",31,2014-10-28,2014-10-30
"4353","Ifop-Fiducial",1382,6038,"Arthaud",1.5,2014-10-28,2014-10-30
"4354","Ifop-Fiducial",1382,6038,"Poutou",1.5,2014-10-28,2014-10-30
"4355","Ifop-Fiducial",1382,6038,"Mélenchon",9,2014-10-28,2014-10-30
"4356","Ifop-Fiducial",1382,6038,"Duflot",3,2014-10-28,2014-10-30
"4357","Ifop-Fiducial",1382,6038,"Hollande",13,2014-10-28,2014-10-30
"4358","Ifop-Fiducial",1382,6038,"Bayrou",10,2014-10-28,2014-10-30
"4359","Ifop-Fiducial",1382,6038,"Juppé",28,2014-10-28,2014-10-30
"4360","Ifop-Fiducial",1382,6038,"Dupont-Aignan",4,2014-10-28,2014-10-30
"4361","Ifop-Fiducial",1382,6038,"Le Pen",30,2014-10-28,2014-10-30
"4362","Ifop-Fiducial",1382,6039,"Arthaud",1.5,2014-10-28,2014-10-30
"4363","Ifop-Fiducial",1382,6039,"Poutou",1.5,2014-10-28,2014-10-30
"4364","Ifop-Fiducial",1382,6039,"Mélenchon",9,2014-10-28,2014-10-30
"4365","Ifop-Fiducial",1382,6039,"Hollande",15,2014-10-28,2014-10-30
"4366","Ifop-Fiducial",1382,6039,"Bayrou",14,2014-10-28,2014-10-30
"4367","Ifop-Fiducial",1382,6039,"Sarkozy",26,2014-10-28,2014-10-30
"4368","Ifop-Fiducial",1382,6039,"Dupont-Aignan",4,2014-10-28,2014-10-30
"4369","Ifop-Fiducial",1382,6039,"Le Pen",29,2014-10-28,2014-10-30
"4370","Ifop-Fiducial",1382,6040,"Arthaud",2,2014-10-28,2014-10-30
"4371","Ifop-Fiducial",1382,6040,"Poutou",1.5,2014-10-28,2014-10-30
"4372","Ifop-Fiducial",1382,6040,"Mélenchon",8.5,2014-10-28,2014-10-30
"4373","Ifop-Fiducial",1382,6040,"Duflot",3,2014-10-28,2014-10-30
"4374","Ifop-Fiducial",1382,6040,"Valls",15,2014-10-28,2014-10-30
"4375","Ifop-Fiducial",1382,6040,"Bayrou",13,2014-10-28,2014-10-30
"4376","Ifop-Fiducial",1382,6040,"Sarkozy",27,2014-10-28,2014-10-30
"4377","Ifop-Fiducial",1382,6040,"Dupont-Aignan",3,2014-10-28,2014-10-30
"4378","Ifop-Fiducial",1382,6040,"Le Pen",27,2014-10-28,2014-10-30
"4379","Ifop-Fiducial",1382,6041,"Arthaud",1.5,2014-10-28,2014-10-30
"4380","Ifop-Fiducial",1382,6041,"Poutou",1.5,2014-10-28,2014-10-30
"4381","Ifop-Fiducial",1382,6041,"Mélenchon",9,2014-10-28,2014-10-30
"4382","Ifop-Fiducial",1382,6041,"Duflot",2,2014-10-28,2014-10-30
"4383","Ifop-Fiducial",1382,6041,"Aubry",13,2014-10-28,2014-10-30
"4384","Ifop-Fiducial",1382,6041,"Bayrou",10,2014-10-28,2014-10-30
"4385","Ifop-Fiducial",1382,6041,"Juppé",30,2014-10-28,2014-10-30
"4386","Ifop-Fiducial",1382,6041,"Dupont-Aignan",4,2014-10-28,2014-10-30
"4387","Ifop-Fiducial",1382,6041,"Le Pen",29,2014-10-28,2014-10-30
"4388","Ifop-Fiducial",1382,6042,"Arthaud",2,2014-10-28,2014-10-30
"4389","Ifop-Fiducial",1382,6042,"Poutou",1.5,2014-10-28,2014-10-30
"4390","Ifop-Fiducial",1382,6042,"Mélenchon",8,2014-10-28,2014-10-30
"4391","Ifop-Fiducial",1382,6042,"Duflot",3,2014-10-28,2014-10-30
"4392","Ifop-Fiducial",1382,6042,"Aubry",14,2014-10-28,2014-10-30
"4393","Ifop-Fiducial",1382,6042,"Bayrou",14,2014-10-28,2014-10-30
"4394","Ifop-Fiducial",1382,6042,"Sarkozy",27,2014-10-28,2014-10-30
"4395","Ifop-Fiducial",1382,6042,"Dupont-Aignan",3.5,2014-10-28,2014-10-30
"4396","Ifop-Fiducial",1382,6042,"Le Pen",27,2014-10-28,2014-10-30
"4397","Ifop",994,6043,"Arthaud",1,2014-09-03,2014-09-04
"4398","Ifop",994,6043,"Poutou",1,2014-09-03,2014-09-04
"4399","Ifop",994,6043,"Mélenchon",10,2014-09-03,2014-09-04
"4400","Ifop",994,6043,"Duflot",3,2014-09-03,2014-09-04
"4401","Ifop",994,6043,"Hollande",16,2014-09-03,2014-09-04
"4402","Ifop",994,6043,"Bayrou",11,2014-09-03,2014-09-04
"4403","Ifop",994,6043,"Juppé",24,2014-09-03,2014-09-04
"4404","Ifop",994,6043,"Dupont-Aignan",4,2014-09-03,2014-09-04
"4405","Ifop",994,6043,"Le Pen",30,2014-09-03,2014-09-04
"4406","Ifop",994,6044,"Arthaud",1,2014-09-03,2014-09-04
"4407","Ifop",994,6044,"Poutou",1,2014-09-03,2014-09-04
"4408","Ifop",994,6044,"Mélenchon",10,2014-09-03,2014-09-04
"4409","Ifop",994,6044,"Duflot",3,2014-09-03,2014-09-04
"4410","Ifop",994,6044,"Hollande",16,2014-09-03,2014-09-04
"4411","Ifop",994,6044,"Bayrou",12,2014-09-03,2014-09-04
"4412","Ifop",994,6044,"Sarkozy",25,2014-09-03,2014-09-04
"4413","Ifop",994,6044,"Dupont-Aignan",4,2014-09-03,2014-09-04
"4414","Ifop",994,6044,"Le Pen",28,2014-09-03,2014-09-04
"4415","Ifop",994,6045,"Arthaud",1,2014-09-03,2014-09-04
"4416","Ifop",994,6045,"Poutou",1,2014-09-03,2014-09-04
"4417","Ifop",994,6045,"Mélenchon",10,2014-09-03,2014-09-04
"4418","Ifop",994,6045,"Duflot",3,2014-09-03,2014-09-04
"4419","Ifop",994,6045,"Hollande",17,2014-09-03,2014-09-04
"4420","Ifop",994,6045,"Bayrou",14,2014-09-03,2014-09-04
"4421","Ifop",994,6045,"Fillon",17,2014-09-03,2014-09-04
"4422","Ifop",994,6045,"Dupont-Aignan",5,2014-09-03,2014-09-04
"4423","Ifop",994,6045,"Le Pen",32,2014-09-03,2014-09-04
"4424","Ifop",947,6046,"Arthaud",2,2014-07-21,2014-07-22
"4425","Ifop",947,6046,"Poutou",1,2014-07-21,2014-07-22
"4426","Ifop",947,6046,"Mélenchon",10,2014-07-21,2014-07-22
"4427","Ifop",947,6046,"Duflot",3,2014-07-21,2014-07-22
"4428","Ifop",947,6046,"Hollande",17,2014-07-21,2014-07-22
"4429","Ifop",947,6046,"Bayrou",13,2014-07-21,2014-07-22
"4430","Ifop",947,6046,"Sarkozy",25,2014-07-21,2014-07-22
"4431","Ifop",947,6046,"Dupont-Aignan",3,2014-07-21,2014-07-22
"4432","Ifop",947,6046,"Le Pen",26,2014-07-21,2014-07-22
"4433","Ifop",947,6047,"Arthaud",2,2014-07-21,2014-07-22
"4434","Ifop",947,6047,"Poutou",1,2014-07-21,2014-07-22
"4435","Ifop",947,6047,"Mélenchon",11,2014-07-21,2014-07-22
"4436","Ifop",947,6047,"Duflot",3,2014-07-21,2014-07-22
"4437","Ifop",947,6047,"Valls",17,2014-07-21,2014-07-22
"4438","Ifop",947,6047,"Bayrou",12,2014-07-21,2014-07-22
"4439","Ifop",947,6047,"Sarkozy",25,2014-07-21,2014-07-22
"4440","Ifop",947,6047,"Dupont-Aignan",3,2014-07-21,2014-07-22
"4441","Ifop",947,6047,"Le Pen",26,2014-07-21,2014-07-22
"4442","Ifop",947,6048,"Arthaud",2,2014-07-21,2014-07-22
"4443","Ifop",947,6048,"Poutou",1,2014-07-21,2014-07-22
"4444","Ifop",947,6048,"Mélenchon",11,2014-07-21,2014-07-22
"4445","Ifop",947,6048,"Duflot",4,2014-07-21,2014-07-22
"4446","Ifop",947,6048,"Montebourg",10,2014-07-21,2014-07-22
"4447","Ifop",947,6048,"Bayrou",16,2014-07-21,2014-07-22
"4448","Ifop",947,6048,"Sarkozy",26,2014-07-21,2014-07-22
"4449","Ifop",947,6048,"Dupont-Aignan",3,2014-07-21,2014-07-22
"4450","Ifop",947,6048,"Le Pen",27,2014-07-21,2014-07-22
"4451","Ifop",998,6049,"Arthaud",0.5,2014-04-15,2014-04-18
"4452","Ifop",998,6049,"Poutou",1.5,2014-04-15,2014-04-18
"4453","Ifop",998,6049,"Mélenchon",9,2014-04-15,2014-04-18
"4454","Ifop",998,6049,"Joly",3,2014-04-15,2014-04-18
"4455","Ifop",998,6049,"Hollande",18,2014-04-15,2014-04-18
"4456","Ifop",998,6049,"Bayrou",10,2014-04-15,2014-04-18
"4457","Ifop",998,6049,"Juppé",30,2014-04-15,2014-04-18
"4458","Ifop",998,6049,"Dupont-Aignan",2,2014-04-15,2014-04-18
"4459","Ifop",998,6049,"Le Pen",26,2014-04-15,2014-04-18
"4460","Ifop",998,6049,"Cheminade",0,2014-04-15,2014-04-18
"4461","Ifop",998,6050,"Arthaud",0.5,2014-04-15,2014-04-18
"4462","Ifop",998,6050,"Poutou",1.5,2014-04-15,2014-04-18
"4463","Ifop",998,6050,"Mélenchon",9,2014-04-15,2014-04-18
"4464","Ifop",998,6050,"Joly",3,2014-04-15,2014-04-18
"4465","Ifop",998,6050,"Hollande",18,2014-04-15,2014-04-18
"4466","Ifop",998,6050,"Bayrou",11,2014-04-15,2014-04-18
"4467","Ifop",998,6050,"Sarkozy",31,2014-04-15,2014-04-18
"4468","Ifop",998,6050,"Dupont-Aignan",2,2014-04-15,2014-04-18
"4469","Ifop",998,6050,"Le Pen",24,2014-04-15,2014-04-18
"4470","Ifop",998,6050,"Cheminade",0,2014-04-15,2014-04-18
"4471","Ifop",998,6051,"Arthaud",1,2014-04-15,2014-04-18
"4472","Ifop",998,6051,"Poutou",1.5,2014-04-15,2014-04-18
"4473","Ifop",998,6051,"Mélenchon",9,2014-04-15,2014-04-18
"4474","Ifop",998,6051,"Joly",3,2014-04-15,2014-04-18
"4475","Ifop",998,6051,"Hollande",19,2014-04-15,2014-04-18
"4476","Ifop",998,6051,"Bayrou",13,2014-04-15,2014-04-18
"4477","Ifop",998,6051,"Fillon",22,2014-04-15,2014-04-18
"4478","Ifop",998,6051,"Dupont-Aignan",2.5,2014-04-15,2014-04-18
"4479","Ifop",998,6051,"Le Pen",29,2014-04-15,2014-04-18
"4480","Ifop",998,6051,"Cheminade",0,2014-04-15,2014-04-18
"4481","OpinionWay",988,6052,"Arthaud",1,2014-04-11,2014-04-13
"4482","OpinionWay",988,6052,"Poutou",2,2014-04-11,2014-04-13
"4483","OpinionWay",988,6052,"Mélenchon",11,2014-04-11,2014-04-13
"4484","OpinionWay",988,6052,"Joly",2,2014-04-11,2014-04-13
"4485","OpinionWay",988,6052,"Hollande",19,2014-04-11,2014-04-13
"4486","OpinionWay",988,6052,"Bayrou",8,2014-04-11,2014-04-13
"4487","OpinionWay",988,6052,"Sarkozy",29,2014-04-11,2014-04-13
"4488","OpinionWay",988,6052,"Dupont-Aignan",3,2014-04-11,2014-04-13
"4489","OpinionWay",988,6052,"Le Pen",25,2014-04-11,2014-04-13
"4490","OpinionWay",988,6052,"Cheminade",0,2014-04-11,2014-04-13
"4491","BVA",1086,6053,"Arthaud",1,2013-05-02,2013-05-03
"4492","BVA",1086,6053,"Poutou",1,2013-05-02,2013-05-03
"4493","BVA",1086,6053,"Mélenchon",11,2013-05-02,2013-05-03
"4494","BVA",1086,6053,"Joly",2,2013-05-02,2013-05-03
"4495","BVA",1086,6053,"Hollande",20,2013-05-02,2013-05-03
"4496","BVA",1086,6053,"Bayrou",10,2013-05-02,2013-05-03
"4497","BVA",1086,6053,"Sarkozy",29,2013-05-02,2013-05-03
"4498","BVA",1086,6053,"Dupont-Aignan",2,2013-05-02,2013-05-03
"4499","BVA",1086,6053,"Le Pen",24,2013-05-02,2013-05-03
"4500","BVA",1086,6053,"Cheminade",0,2013-05-02,2013-05-03
"4501","Future Thinking",1000,6054,"Arthaud",0,2013-04-26,2013-04-29
"4502","Future Thinking",1000,6054,"Poutou",1,2013-04-26,2013-04-29
"4503","Future Thinking",1000,6054,"Mélenchon",15,2013-04-26,2013-04-29
"4504","Future Thinking",1000,6054,"Joly",2,2013-04-26,2013-04-29
"4505","Future Thinking",1000,6054,"Hollande",15,2013-04-26,2013-04-29
"4506","Future Thinking",1000,6054,"Bayrou",10,2013-04-26,2013-04-29
"4507","Future Thinking",1000,6054,"Sarkozy",32,2013-04-26,2013-04-29
"4508","Future Thinking",1000,6054,"Dupont-Aignan",3,2013-04-26,2013-04-29
"4509","Future Thinking",1000,6054,"Le Pen",22,2013-04-26,2013-04-29
"4510","Future Thinking",1000,6054,"Cheminade",0,2013-04-26,2013-04-29
"4511","Future Thinking",1000,6055,"Arthaud",0,2013-04-26,2013-04-29
"4512","Future Thinking",1000,6055,"Poutou",1,2013-04-26,2013-04-29
"4513","Future Thinking",1000,6055,"Mélenchon",16,2013-04-26,2013-04-29
"4514","Future Thinking",1000,6055,"Joly",2,2013-04-26,2013-04-29
"4515","Future Thinking",1000,6055,"Hollande",18,2013-04-26,2013-04-29
"4516","Future Thinking",1000,6055,"Bayrou",13,2013-04-26,2013-04-29
"4517","Future Thinking",1000,6055,"Fillon",16,2013-04-26,2013-04-29
"4518","Future Thinking",1000,6055,"Dupont-Aignan",3,2013-04-26,2013-04-29
"4519","Future Thinking",1000,6055,"Le Pen",29,2013-04-26,2013-04-29
